Name,Type,Visible,Description,Default Value
power.incrConstrApply,boolean,False,Enable incremental constraints applying,1
power.incrDefault,boolean,False,Enabled incremental default,0
power.incrGraph,boolean,False,Enables incremental boost graph,0
power.incrNetlist,boolean,False,Enables incremental netlist,0
power.incrPowerCalc,boolean,False,Enables incremental power calculation,0
power.incrPropagation,boolean,False,Enables incremental propagation,0
power.incrTestMode2,boolean,False,Enables work-around to ensure that full and incremental analysis give same results for graph building,0
power.incrTestMode,boolean,False,Enables work-arounds to ensure that full and incremental analysis give same results for netlist update,0
power.incrTopoSort,boolean,False,Enables incremental topo sort,0
power.limitNumRelevelization,boolean,False,debuggingg purpose,0
power.mantissaOfSchematicSA,integer,False,Number of digits to be used after decimal point for switching activity on schematic,1
power.maxThreadsBDD,integer,False,Maximum number of threads used for BDDs,2
power.maxThreadsIncrPropagation,integer,False,Maximum number of threads created for report_power. A non-zero value will override any value set for global.maxThreads. A zero value (default) indicates this param should be ignored. Value should be >= 0 and <= 24,0
power.maxThreads,integer,False,Maximum number of threads created for report_power. A non-zero value will override any value set for global.maxThreads. A zero value (default) indicates this param should be ignored. Value should be >= 0 and <= 24,0
power.maxThreadsPropagate,integer,False,Maximum number of threads used for propagation,0
power.mergeBramCascadeRowXPE,boolean,False,Enable merging of cascaded BRAM groups for XPE exporting.,0
power.mipiHsRxEnable,float,False,MIPI HSRX_DISABLE pin probability.,1
power.newGlitchAnal,boolean,False,New glitch analysis,0.7
power.newGlitchPropagation,boolean,False,use new glitch prop algo,1
power.newGlitchProp,boolean,False,Use new glitch propagation algorithm,0
power.noMaxJunctionTemp,boolean,False,no max temperature limit.,1
power.nonGtHighestFrequency,boolean,False,Used to use stand alone xpe models while importing data,1
power.nonTimingDriven,boolean,False,Run report power in non timing flow,1
power.numPropIterations,integer,False,Max iterations in propagation,0
power.persistentGraph,boolean,False,Keep power graph alive to enable incremental operation,10
power.precomputeDebug,boolean,False,Debug precomputation message,0
power.printIncrDbgMsg,boolean,False,for debug purpose,0
power.printPwrSums,boolean,False,Print checksums to help debugging repeatability issues,0
power.printPwrSumsForTasks,boolean,False,Print checksums to help debugging repeatability issues for tasks,0
power.printRuntimeMemoryStats,boolean,False,"Enables printing of internal runtime, memory statistic messages.",0
power.pseudoFullMode,boolean,False,for debug purpose,0
power.reportMissingArcs,boolean,False,report number of missing pip context IDs/arcs,0
power.reportMissingClocks,boolean,False,Enable Checking of missing clocks upon report_power,0
power.runtimeVerbose,integer,False,Print debug messages about run time,0
power.separateLogicTypeXpe,boolean,False,Export Different type of Bels in separate group,0
power.showDynamic,boolean,False,Display dynamic internal power in power summary tables,1
power.showSAonSchematic,boolean,False,Show switching activity on schematic,0
power.sigDigits,integer,False,Significant digits used in power estimation reporting,1
power.skipReleasePwrAnalysis,boolean,False,Use for a regression: Don't release power analysis at end of power_opt_design,3
power.sortEdges4Checksum,boolean,False,Sort edges in Boost graph before calculating checksum,0
power.suppressLowPwrHierInText,boolean,False,Suppress low power rows in By Hierarchy section of text report,0
power.tileGridSizeForHeatMap,integer,False,"Param to control the size of the tile grid used for dumping out the power numbers, to be used for heat maps",1
power.useControlSetsAnalysis,boolean,False,Use control sets analysis to increase dynamic power,1
power.useEnableDefaultRate,boolean,False,Enables forcing clock enable signal probabilites to default values for the nets with fanout > 200,1
power.useResetDefaultRate,boolean,False,Enables forcing reset/set signal probabilites to default values for the nets with fanout > 200,0
power.vectorLessVerbose,integer,False,Verbose level for Vector-less engine,0
power.warnDftsPortsForPwrOpt,boolean,False,warn power-opt for default input ports,0
power.xpeExportHighestFrequencyThreshold,integer,False,Use clock frequency below this to export unconstrained rows in XPE,0
power.xpeHighFanoutNodeThreshold,integer,False,XPE Logic sheet information is exported to a separate row for high fanout nets when number of nodes exceeds this threshold,750
power.xpeLogicHierarchyThreshold,integer,False,XPE Logic sheet information is split in hierarchies till number of top-level hierarchies are less than this threshold.,100
power.xpeMode,integer,False,XPE interoperability file mode,1000
project.addBlockFilesetFilesForUnifiedSim,boolean,False,Add files from block filesets,0
project.addDefaultBootloopFileToProject,boolean,False,Automatically adds the IP Bootloop ELF file to the fileset,0
project.addSimulatorDirForUnifiedSim,boolean,False,Add simulator sub-directory in launch directory path for unified simulation flow,0
project.applySmartConnectDontTouch,string,False,Determines how to apply DONT_TOUCH attributes to child composites of the SmartConnect HIP.,1
project.archive.preserveLocalIPCache,boolean,False,Enable archiving of cached IP directory in the archived project,None
project.assembleFilesByLibraryForUnifiedSim,boolean,False,Group design files by common library to improve compile time,0
project.autoGenerateIPBehavModelOrNetlist,boolean,False,Generate IP behavioral models for simulator language or synthesized functional netlist if language not supported,1
project.bindSharedLibraryForXSCElab,boolean,False,Bind shared libraries for the XSC elaboration stage.,0
project.boardPartRepoPaths,string,False,Used to provide access to board part repositories during project creation.,1
project.bypassElab,boolean,False,"Use faster, but less capable Verilog reader when importing Verilog sources",None
project.captureAdditionalTopProps,boolean,False,capture all of the top properties.,0
project.checkRunResultsForUnifiedSim,boolean,False,Check for synthesis/implementation run results before generating netlist,0
project.compileBaseLibWithSVForCompileSimlib,boolean,False,Compile secureip SV components library with system verilog switch,0
project.compileCompatibleVerilogToUnisimLibrary,boolean,False,Compile compatible unisim verilog components to VHDL unisim library for hybrid compilation,1
project.compileGlblForEADeviceFamily,boolean,False,Compile glbl module for EA architectures for VHDL designs instantiating verilog primitives.,1
project.compileIPLibsForActiveHDL,boolean,False,Compile IP static library for Active-HDL simulator,1
project.compileIPLibsForRiviera,boolean,False,Compile IP static library for Riviera-PRO simulator,1
project.compileLibraryForFasterSimulation,boolean,False,Compile library for faster simulation,1
project.compileProtectedSimulationModels,boolean,False,Compile protected simulation model library,0
project.compileProtectedSimulationModelsForWindows,boolean,False,Compile protected simulation model library for windows platform,0
project.compileSimModelsForSelectedSimulator,boolean,False,Compile simulation models for selected simulator,1
project.compileSimulationModelsDebug,boolean,False,Compile SystemC simulation model library in debug workspace,0
project.compileSimulationModelsForOsci,boolean,False,Compile simulation model library for OSCI standard.,0
project.compileSystemCSimulationModels,boolean,False,Compile SystemC simulation model library,1
project.compileUnisimLibWithSVForCompileSimlib,boolean,False,Compile unisim SV components library with system verilog switch,1
project.compileXilinxVipLocalForDesign,boolean,False,Compile xilinx vip library locally,1
project.compositeFile.generatePullThroughForSynthesis,boolean,False,Generate the output products for synth_design.,0
project.compositeFile.retainForSynth,boolean,False,"When true, the sub-design files are passed to synthesis",0
project.compositeFile.retainHier,string,False,"Identifies and controls the DONT_TOUCH default behavior with respect to sub-design files. Possible values: All, ConstrsOnly, and None",1
project.continueSimForUnsupportedSimLangIPs,boolean,False,"Print list of IPs that do not support the current 'simulator language' and continue simulation, when running from the GUI",All
project.copyDataFilesForSim,boolean,False,Copy the IP MIF/DATA files to the simulation run directory,0
project.copyDataFilesForSynth,boolean,False,Copy the IP MIF/DATA files to the synthesis run directory,1
project.copyMathEngineSolutionToPlaceDB,boolean,False,Copy Math Engine Solution Results to PlaceDB during design load.,1
project.coreContainer.alwaysCreateXCI,boolean,False,Determines the default value for the property coreContainer.alwaysCreateXCI for new projects.,1
project.customTmpDirForArchive,string,False,Store temporary archive files in this directory,0
project.customTmpDirForCompileSimlib,string,False,Store temporary simulation library files in this directory,None
project.data2mem.blockCreateBMMProperty,boolean,False,For block filesets - populate the brams but don't set the bmm_info_design property. Default is true so always populate for block filesets.,None
project.data2mem.useBMMDataFromDesign,boolean,False,Use memory map data that is annotated in the design instead of the old BMM flow,1
project.dcp.dontClearPhysdb,boolean,False,Don't clear physdb before reading xdef when loading a dcp,0
project.debugDebugFlow,boolean,False,enable debugging of the debug (chipscope) flow.,1
project.defaultIPCacheSetting,string,False,"Default setting for IP Cache usage for all new projects: valid values are 'none', 'local', or existing <remote_cache_path>.",0
project.defaultIpRepository,string,False,Default name for the default IP repository files are put into; user may set the name to a different value in the project,None
project.defaultLibrary,string,False,Default name for the default library files are put into; user may set the name to a different value in the project,None
project.defaultXPMLibraries,string,False,List of XPM Libraries. This will initialize the project based property call XPM_LIBRARIES. This parameter must be set before opening/creating a project to take effect.,xil_defaultlib
project.DisableApplyingXPMConstraints,boolean,False,When set to TRUE - skip the XPM files so that the XPM files are not applied as constraint files. Default is FALSE,None
project.donotAddRTLIncludesInArchive,boolean,False,do not find and add RTL include files in archive,0
project.enable2StepFlowForModelSim,boolean,False,Execute 2-step simulation flow for ModelSim-PE/DE/SE editions for Unified Simulation,0
project.enableAldecUnifiedFlow,boolean,False,Enable Aldec unified simulation flow,1
project.enableAllIPReference,boolean,False,"Enable references with any and all IPs, not just those explictly allowed.",1
project.enableAutoExportIPUserFiles,boolean,False,Keep the central simulation directory up-to-date with IP and BD file modifications,0
project.enableBITabFlow,boolean,False,Enable Board Interface Tab Flows,1
project.enableBMMGeneration,boolean,False,Force write_bmm as part of launch runs for impl run,1
project.enableBoardFlow,boolean,False,Enable Board Flows,1
project.enableCentralSimRepo,boolean,False,Generate and populate the central simulation directory for a project,1
project.enableCoreContainer,boolean,False,Determines the default value for the property coreContainer.enable for new projects.,1
project.enableCoreContainerForHIP,boolean,False,Enable core containers for hierarchical IP.,0
project.enableCreateDontTouchFile,boolean,False,Enable the creation of the dont_touch.xdc file when the synthesis script is generated.,1
project.enableDashboardSummary,boolean,False,Enable Dashboard Summary with gadgets.,1
project.enableDebugDesignId,boolean,False,Enable debug design id,1
project.enableDesignId,boolean,False,Enable design id,0
project.enableExportSimulation,boolean,False,Allow the export for simulation feature to be visible in the GUI,0
project.enableHierOOC,boolean,False,Enables 1st level nested OOC functionality,1
project.enableHierOOCForIP,boolean,False,Enables 1st level nested OOC functionality for IPs. NOTE: This is a temporary param that will be removed!,1
project.enableHLSInRuns,boolean,False,Enables calling compile_c in synthesis run scripts,1
project.enableHLSRuns,boolean,False,Enables creating separate runs for compile_c execution,1
project.enableHwDefRegeneration,boolean,False,"enable new hwdef generation flow, export_hardware changes and sw parameter staleness flow.",0
project.enableHwHandoff,boolean,False,Enable Hardware Handoff Flows,0
project.enableHwHandoffEOU,boolean,False,Enable Hardware Handoff EOU Flow,1
project.enableHWXFlow,boolean,False,Enable hardware container flow for programming FPGA,1
project.enableIncrementalSimulation,boolean,False,Enable incremental simulation flow,0
project.enableIPSimCompiledLibs,boolean,False,Enable compiled IP simulation library flow,1
project.enableLSFforRuns,boolean,False,use LSF to launch runs from VRS,1
project.enableMEFlow,boolean,False,Enables calls to ME Flow.,1
project.enableMergedProjTcl,boolean,False,Make write_project_tcl write out BD creation steps as a proc instead of importing *.bd files,1
project.enableModuleReference,boolean,False,Enable module sources to be added on block designs.,1
project.enableModuleReferenceWithSubDesignIP,boolean,False,Enable module sources to be added on block designs.,1
project.enableNetlistReference,boolean,False,Enable references that consist of or contain a netlist.,1
project.enableNewImplRunScript,boolean,False,Enable the new impl run script that adds IPs and BDs instead DCPs and XDCs,0
project.enableNGCforNon7Series,boolean,False,Enable NGC support for post 7-series devices,1
project.enableNOCFlow,boolean,False,Enables calls to NOC Compiler.,0
project.enableNonBDHierarchicalOOC,boolean,False,Enables hierarchical OOC for hierarchical IP that don't have a BD,1
project.enableOOCBDReference,boolean,False,Enable references with BD in OOC Modes.,0
project.enableOOCforIPI,boolean,False,"Enable creating OOC blocks that contain IPI designs, in the GUI.",0
project.enableOOCHdlReference,boolean,False,Enable references with OOC HDL blocks.,1
project.enableOOCIPReference,boolean,False,Enable references with OOC IP.,0
project.enableOpenCheckpointWithCurrentProject,boolean,False,Enable open_checkpoint command to use the current project.,0
project.enablePackagedBDHandoff,boolean,False,Enable packaged BD files for Handoff,0
project.enablePerfMeasureForNewXpr,boolean,False,"This is a temporary parameter, enable the performance measure output when use the new xpr parser/wrter.",0
project.enablePlatformHandoff,boolean,False,Enable exporting of platform files to SDK,0
project.enablePMCBootSettings,boolean,False,Enables PMC boot settings on project,0
project.enablePRFlow,boolean,False,Enable PR project flow,1
project.enablePRFlowIPI,boolean,False,Enable PR project flow in IPI,1
project.enablePRFlowIPIOOC,boolean,False,Enable PR project flow in IPI in OOC,0
project.enablePRGUIFlow,boolean,False,Enable PR project flow in GUI,1
project.enablePTGenFlow,boolean,False,Enable Peripheral Template Generation Flows,1
project.enableReadChipscope,boolean,False,Enables reading chipscope.xml and transformation,1
project.enableReferenceBd,boolean,False,Enable block design sources to be added as reference modules.,1
project.enableRegisterDbHandoff,boolean,False,Enable exporting of IP register database to SDK,0
project.enableReportConfiguration,boolean,False,enable reports configuration infrastructure,0
project.enableRMWithSubdesigns,boolean,False,Enables creating designs with RM having XCI,1
project.enableRTLKernelBD,boolean,False,Enable packaging RTL kernels that contain a block diagram.,1
project.enableRTLKernelReference,boolean,False,Enable packaging RTL kernels that contain module references.,0
project.enableRunGrouping,boolean,False,Enable the new run grouping in the Design Runs view,0
project.enableSecureipUblazeSimulation,boolean,False,Enable secureip ublaze C source precompilation and referencing in simulation,1
project.enableSimTypesForSystemSimulation,boolean,False,Enable sim_types project property for system simulation.,1
project.enableSmartRunsUpdate,boolean,False,Enable smart update of project runs status,0
project.enableSystemCCompilationForQuestaOnWindows,boolean,False,Enable SystemC source precompilation for Questa Simulator,1
project.enableSystemCSimulationForXSim,boolean,False,Enable SystemC source precompilation and simulation for Vivado Simulator,1
project.enableSystemCSupport,boolean,False,Enable SystemC source precompilation and simulation support.,1
project.enableSystemVerilogReference,boolean,False,Enable SystemVerilog source as the top of a reference.,1
project.enableUnifiedSimulation,boolean,False,Enable unified simulation flow,0
project.enableVerboseDebugDesignId,boolean,False,Enable verbosedebug design id,1
project.enableVHDL2008,boolean,False,"Allow setting files to type ""VHDL 2008""",0
project.enableVHDL2008Reference,boolean,False,Enable VHDL 2008 source as the top of a reference.,1
project.enableVPSHierarchicalOOC,boolean,False,Enables hierarchical OOC for the Video Processing Subsystem,0
project.enableWarnOnViolation,boolean,False,Enable -warn_on_violation for report_timing_summary for impl run,1
project.enableXceliumSimulation,boolean,False,Enable Cadence Xcelium simulation in Vivado,1
project.enableXPMLibraries,boolean,False,Use of the XPM Libraries requires that this param get set to TRUE. This will enable the visibility and use of the project based property call XPM_LIBRARIES.,1
project.enableZynqSimulation,boolean,False,Enable Zynq simulation for internal/beta testing ONLY,1
project.encryptCompiledPackagesForXSim,boolean,False,Pass -encryptdumps switch to xvhdl while compiling the packages,1
project.exportHardwareHierBD,boolean,False,"Allow export hardware to work for multiple instances of bd in the top, bd's may be either single or mix of SBD, Ref-BD or just multiple instances of BD stitched in top HDL.",1
project.exportHardwareLabtools,boolean,False,Allow export hardware to work for standalone labtools.,1
project.exportHardwareWithBitstream,boolean,False,When writing the implementation run script - include the export_hardware Tcl command.,0
project.exportHdfToDcp,boolean,False,enable exporting HDF into DCPs.,0
project.filterOOCIPMessages,boolean,False,Filter IP messages in OOC synthesis runs,0
project.flattenPS7Core,boolean,False,Flatten Processing_System_7 Core in Hardware Handoff Flow,1
project.handleIncrementalDcpFiles,boolean,False,Handle incremental checkpoint by adding dcp's to utility fileset,0
project.handleUtilityFiles,boolean,False,Create utility fileset for pre/post tcl files,1
project.HSVDefaultForNewProjects,string,False,default value for source_mgmt_mode for all projects,1
project.ignorePRInstanceValidation,boolean,False,Ignore validation of PartitionDef instances,Unknown
project.importXise.forceIPImport,boolean,False,"during xise import, force the IP to always be imported",0
project.includeIPStaticVHFileDirsFromRepo,boolean,False,Find and include IP static verilog header file directories from installed repository instead of from ip_user_files/ipstatic,1
project.initMemMap,boolean,False,Initialize memory data map,0
project.invokeMECompiler,boolean,False,Invokes ME Compiler during design load.,0
project.IPIForceOOC,boolean,False,Sets the default state for OOC if project.enableHierOOC param is enabled.,0
project.iseMode,boolean,False,for ProjNav/ISE integration,0
project.isImplRun,boolean,False,Indicate if operation is performed as part of the implementation run,0
project.keepTmpDir,boolean,False,keep temp directories for debugging,0
project.loadDesignForRDILaunch,string,False,"Open an internal design for launching Vivado runs. auto: open an internal design if required for chipscope insertion (unless one is already open). true: always open an internal design (unless one is already open). false: never open an internal design. Values: true, false (default), auto",0
project.loadTopLevelOOCConstrs,boolean,False,Allow top level OOC constraints to be loaded when opening an out_of_context top level synth run,false
project.loadUserOOCConstrs,boolean,False,Allow user OOC constraints to be loaded when opening an out_of_context top level synth run. This is mutually exclusive with 'project.loadTopLevelOOCConstrs',0
project.migrateChipscopeToXdc,boolean,False,migrate chipscope xml to xdc at project open if this param is set to true,1
project.migrateDesignPropsToXdc,boolean,False,Migrate designprops.xml and usercols.xml to xdc,1
project.NoTimeStamp,boolean,False,Do not put TimeStamp in generated files,0
project.ooc.errorOnBoundaryCheck,boolean,False,"Verilog parameters, VHDL generics, and other conditions on the OOC instantiation boundary result in an error and prevent the block creation.",0
project.ooc.includeConstrsInDCP,boolean,False,Restore 2013.4 block synthesis run behavior by including constraints in dcps generated by block runs.,1
project.oocSynthUnbuffered,boolean,False,Prevent synthesis from inserting IO buffers on ports that are directly connected to ooc blocks.,0
project.overrideIPStaticPrecompile,string,False,"Control IP static precompile flow using three values: NA (default: Not Applicable), force (Always use precompile flow), disable (Donot use precompile flow). When value is set to 'force' or 'disable', then the 'project.ipstatic.use_precompiled_libs' property value will be ignored. For 'NA', this property value will be considered.",1
project.paUcfFile,string,False,ucf file name where PlanAhead generated constraints should be stored,
project.pinAheadLayout,boolean,False,bring up PinAhead Layout,None
project.printDebugMsgForSimModelLibRef,boolean,False,Print debug messages for simulation model compiled library referencing,0
project.printDebugMsgForSimulationModels,boolean,False,Print debug messages for simulation model compilation,0
project.printEdkToolMsgLog,boolean,False,print the messages generated by EDK tools in the console,0
project.printTclErrorsForUnifiedSimulation,boolean,False,Print Tcl interpreter error stack for unified simulation Apps,1
project.protectedCompiledLibrary,string,False,Custom directory path to the protected compiled library,0
project.questaSimModelCompiledLibraryPath,string,False,Custom directory path to the Questa simulation compiled library,None
project.removeIPDontTouchForImpl,boolean,False,Removes the DONT_TOUCH on IP boundaries after at post synthesis.,None
project.removeXDCDontTouchForImpl,boolean,False,Removes the DONT_TOUCH on XDC constraint files at post synthesis.,1
project.retargetNetlist,boolean,False,retargets in-compatible cells to compatible ones,1
project.runInitFile,string,False,Init file to be sourced by vivado as part of launch_runs,0
project.runs.noReportGeneration,boolean,False,Disable the report generation (other than timing reports) in synthesis and implementation runs,None
project.SaveAs.copySimTmpDirs,boolean,False,Include temporary simulator compiled data in the saved as project,0
project.sdxInteractiveUseCurrentRun,boolean,False,"For SDx interactive mode in Vivado, instead of using synth_1 and impl_1, use the run designated as current",0
project.setResolutionTypeForCompileSimlib,string,False,Override simulator resolution type in modelsim.ini with the specified value (Default:fs),1
project.showOOCImplRuns,boolean,False,Show OOC implementation runs in design run tree table view.,fs
project.simmodelCompiledLibrary,string,False,Custom directory path to the simulation compiled library,0
project.skipIPStatusCheckForExportSimulation,boolean,False,"Do not perform out-of-date, not-generated verification checks for IPs in export_simulation",None
project.useOpenDesignForPRConfig,boolean,False,Use opened design netlist for getting instance paths of partition definitions to create PR cofnigurations,0
project.usePreCompiledXilinxVIPLibForSim,boolean,False,Compile and reference pre-compiled Xilinx VIP library in simulation flow,0
project.usePreCompiledXPMLibForSim,boolean,False,Reference pre-compiled XPM library in simulation flow,1
project.useRunScheduler,boolean,False,use run scheduler to schedule and monitor runs,1
project.vivado.isBlockSynthRun,boolean,False,Indicate if operation is performed as part of a block run,1
project.waveformStandaloneMode,boolean,False,displays a unified standalone waveform window sans all other views and toolbar,0
project.writeConfigMemFiles,boolean,False,Allow writing configuration memory files.,0
project.writeIntermediateCheckpoints,boolean,False,write intermediate checkpoints when running implementation,1
project.writeNativeScriptForUnifiedSimulation,boolean,False,Write compilation commands in shell script instead of 'do' file for unified simulation flow,1
project.writePhysicalNetlistForPR,boolean,False,write physical netlsit for partial reconfig export,1
project.writeProjectPath,boolean,False,"write project path to project file, to locate files if the project is moved",0
project.xpm.useNameMatch,boolean,False,Use the module name when walking the netlist instead of the XPM_MODULE property. This is temp until the RTL sets the property. Default is false.,1
project.xsimSimModelCompiledLibraryPath,string,False,Custom directory path to the XSim simulation compiled library,0
ps.enableZynqUltrascaleSecurity,boolean,False,Enable Zynq ultrascale security configuration,None
qor.suggestions.autoSuggestionThreshold,integer,False,Threshold RQA score for auto suggestions,0
qor.suggestions.implXdc2Tcl,boolean,False,Write the contents of IMPL_COMMON_XDC to IMPL_COMMON_TCL (default: on),5
rda.captureSTAPaths,boolean,False,Enable Reporting Common Critical Paths in report_design_analysis,1
rda.congestionReportFast,boolean,False,Quickly Writes out minimal congestion report (default: off),0
rda.enableVerboseQoRPrints,boolean,False,Enable prints required by QoR runs,0
rda.nPathsToCapture,integer,False,To set the max paths to capture for paths commonality reporting,0
rda.readStrings,boolean,False,Turn on reading strings,0
rdb.clock.useTransitionAsRoot,boolean,False,"If true, the clock root region will be set to the region containing the driving arc of the clock root node. Otherwise, the clock root region is set to one of the two possible drivers of the node as set in the clock virtual grid. It does not consider which driver is in use.",1
rdb.sanitizePlaceDBBeforeRouteState,boolean,False,Clear removed pointers from placeDB before populating the route state data,1
rdb.skipLockedNodeConflictCheck,boolean,False,Do not run the check to detect locked node conflicts.,0
rest.estimateOnly,boolean,False,Stop after resource estimation,0
rest.flopFactor,float,False,Flop factorization for slice calculations,0
rest.lutFactor,float,False,LUT factorization for slice calculations,-1
rest.lutFlopFactor,float,False,LUT*Flop factorization for slice calculations,-1
rest.optIOBRegisters,boolean,False,Perform IOB register optimization,-1
rest.showSlices,boolean,False,Display slices in resource estimation tables,1
route.addHoldAttr,boolean,False,Add attr <RT_HOLD_DETOUR> for instTerms with hold-detours,0
route.addTmgGlobalIters,boolean,False,add additional global timing iterations,1
route.adjustSetupbudgetForHold,boolean,False,Adjust Setup budget for hold violators,1
route.aggrGlobalIterTimingRelax,boolean,False,Lower utilization for level computation during timing relaxation,1
route.aggrRelaxDlyCoeff,float,False,Delay cost coefficient for aggressive mode,0
route.aggrTimingRelaxCongLevel,integer,False,Cong level above which aggressive timing relaxation is enabled after GIter 1,0.25
route.allAntIntentional,boolean,False,Treat all antenna as intentional,7
route.allowAStarTargetSwitching,boolean,False,Allow target switching in Astar when routing multi load nets,1
route.allowClockSkewOptForPR,boolean,False,Enable clockskew opt for PR designs,0
route.allowDlyCoefIncrease,boolean,False,Increase Delay coefficient after each global iter,1
route.allowLeafRowRtThrus,boolean,False,"Allow unsafe rtThrus on Oly (BUFCE_LEAF/CE->CLK), Dblo (ROW/CE-CLK)",0
route.allowMultiPins,boolean,False,Allow multiple pins of -pin argument in route_design,0
route.allowNewHoldInSkewOpt,boolean,False,Allow hold violations to be created with clock skew assignment,1
route.allowNonFreeResClockDetour,boolean,False,Allow non-free res routing for clock detouring,0
route.allowNonRepeatableMT,boolean,False,Enable non-repeatable multithreading,1
route.allowOfflineNodeGraph,boolean,False,Allow using offline file for node graph building,0
route.allowPCOptReverts,boolean,False,Allow reverting moves in PCOpt,1
route.allowPinProjection,boolean,False,Allow pin projection during netlist building,1
route.allowPinSwaps,integer,False,allow pin-swaps for swappable pins,1
route.allowPostConvergeInodeAssign,boolean,False,Allow Inode assignment after convergence as well,1
route.allowTiedOffFDREsForPLs,boolean,False,Allow FDREs with tied off Resets to be converted to latches,0
route.allowVccGndSlowCheck,boolean,False,Do more detailed analysis during node graph building to determine if node is VCC/GND enabled,0
route.alwaysForceUnroute,boolean,False,Always force the unroute.,0
route.alwaysTriggerFreeResHoldFix,boolean,False,Always enable hold fixing even if expansion budget is used up,0
route.analyzeCongRegions,boolean,False,Analyze congested regions,1
route.antennaHold.allowLockedGraphMod,boolean,False,allow modification of locked net graph.,0
route.antennaHold.dbgLevel,integer,False,enable antenna based hold fixing during global iteration.,0
route.aocvSpreadFactor,float,False,AOCV factor for HD->LEAF,0
route.atreeDetourCoef,float,False,atree detour cost coef,0.06
route.bbInitBloat,integer,False,amount of bbox bloat,0
route.bloatFactForLowDlyCoeffCongReg,integer,False,Bloat the congregions by this factor to consider them for low dly coeff,2
route.bloatNetBBBasedOnRoute,boolean,False,Bloat the net bb by its route nodes if they are outside current BB when iter bloat restarts,0
route.blockBtlNecksForClkRouter,boolean,False,Block bottle-neck nodes of unprojected pins,1
route.blockReservedNodesForPR,boolean,False,Reserve nodes to drive out from part-pins,1
route.bpMarginObjWeight,float,False,Weight for objective func for branch pen maximization,1
route.brachDelayAccounting,boolean,False,Account for branch delay for hold,500
route.branchPenDebugLevel,integer,False,debug level for branch penalty,1
route.branchPenV9,boolean,False,Enable V9 branch penalty computation,0
route.buildIncrNetlist4Finalize4HDPR,boolean,False,use incr mode for the netlist for finalize API call in HDPR Flow,1
route.busSkew.addMinDelayRange,boolean,False,Provide minimum in delay range,0
route.busSkew,boolean,False,Enable bus skew,1
route.busSkew.considerAllPairs,boolean,False,Consider all pairs to get most optimal solution,1
route.busSkew.dbgLevel,integer,False,DbgLevel for bus skew,1
route.busSkew.dbgPathId,integer,False,Dbg Path Id for bus skew,1
route.busSkew.debugTimingInfra,boolean,False,Debug info of timer infra for busSkew,-1
route.busSkew.detourScalingFac,float,False,Detour reduction factor,0
route.busSkew.doAllCornerAnalysis,boolean,False,Do all corner timing analysis for bus skew,0
route.busSkew.doUpdateTiming,boolean,False,All Corner updateTiming for bus-skew,0
route.busSkew.dumpFailingLPModels,boolean,False,Dump all failing busskew model files,1
route.busSkew.dumpSkewLPModel,boolean,False,Dump the LP in the text format.,0
route.busSkew.forceRePopulation,boolean,False,Force repopulation from timing data at each budgeting,0
route.busSkew.forceReSolve,boolean,False,Force re-solve of LP at each budgeting,0
route.busSkew.getBestSolution,boolean,False,Get best solution for the constraints,0
route.busSkew.inputFile,string,False,File containing the information regarding bus skew,0
route.busSkew.keepRelDelPos,boolean,False,Flag to keep rel delay always positive,None
route.busSkew.maxDetourAllowed,float,False,Max detour allowed for each bit in ns,0
route.busSkew.maxPathSegments,integer,False,Maximum number of pathsegments allowed,2
route.busSkew.maxReportedPins,integer,False,Maximum number of reported pins,2
route.busSkew.minBusSkewDefault,boolean,False,Minimize busskew by default,10
route.busSkew.minDelayRange,float,False,Min Delay range required for routing in ns,0
route.busSkew.minSlackForBestSol,float,False,Min slack for best solution,0.08
route.busSkew.ownerHoldSetupConstraint,boolean,False,Owner hold setup constraint,0.2
route.busSkew.pairCRPR,boolean,False,Enable bus skew,1
route.busSkew.populateFromTimerAPIs,boolean,False,Using timer infra for busSkew object population,1
route.busSkew.scalingFactorGrace,float,False,Scaling factor to be scaled by,1
route.busSkew.verifyWithTimingInfra,boolean,False,Verify bus skew with timing infra,1
route.bypassEmulationLicense,boolean,False,Bypass router emulation license checks,0
route.callPlacerClockAPI,boolean,False,Call placer clock API to get hints if needed,0
route.checkFalseCongestion,boolean,False,After every iteration check if we have false congestion,1
route.checkpointReadDir,string,False,dir name for load checkpointing,0
route.checkpointWriteDir,string,False,Directory for write checkpointing,None
route.checkpointWriteIter,integer,False,iteration number for save checkpointing,None
route.checkpointWriteStage,string,False,stage for save checkpointing,0
route.clearGRConstraints,boolean,False,Remove GR contraints after extracting them,None
route.ClockSkewOpt.aggrHold,boolean,False,Turn on agressive hold fixing after clock skew opt,1
route.ClockSkewOpt.fixOnlyFailing,boolean,False,"In clock skew opt hold fixing, fix only failing guys",0
route.collectFailingHighPriorityTerms,boolean,False,Collect Failing high priority terms,1
route.collectNewHoldAfterInitialRouting,boolean,False,Collect new hold failures after initial routing.,0
route.collectNewHoldOften,boolean,False,Collect new hold pins as often in re-route calls.,1
route.colorAllInputs,boolean,False,colorAllInputs,0
route.colorBouncesInInodeAssignment,boolean,False,color bounces during inode assignment,1
route.colorCostCoefForMatching,integer,False,Color cost coeff for tiles that are matched,0
route.combMinMaxHoldBudgeter,boolean,False,Use levels as weights during hold budgeting,10
